restaurant_id,name,description,address,image_url,latitude,longitude
1d087a0f-b257-4395-9168-818db35f7872,Clayton-Singh Cafe,"American (New), Breakfast & Brunch","41341 Jones Island Suite 220, Brentwood, Los Angeles, CA","https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Maxs_Wine_Dive_logo.png",29.7708299,-95.4090042
4ea7efa6-1806-43b1-b2f4-e4a7f169fbcb,Shelton and Sons Grill,"Healthy, Chinese, Bowls, Asian","41821 Campbell Viaduct Suite 962, Pasadena, Los Angeles, CA","https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/23f0cfc0-a43c-422b-855d-7c20ede89c52.png",29.7226889,-95.3704827
81c8fd68-adc6-4724-ae07-b9c177bad56c,Wiggins Group Eatery,"Juice Bar, Smoothies, Acai Bowls","270 Bullock Mount Suite 596, Silver Lake, Los Angeles, CA","https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Nekter_Juice_Bar_logo_.png",29.7520678,-95.3772751
5347f818-6639-4952-a9e2-7410a6318bc8,"Henderson, Bell and Weber Kitchen","Takeout, Tacos, Breakfast, Pickup, Lunch, Mexican, Sandwich","673 Perez Port Suite 793, Venice Beach, Los Angeles, CA","https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f619098f-4bb3-4fb5-9ad6-118f8c29e960.png",29.7635455,-95.360686
f6cc37a9-ceb0-4540-8c56-ce589197db15,"Bernard, Phillips and Smith Grill",Southern,"801 Christine Spring, Venice Beach, Los Angeles, CA","https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/a58a52ab-1186-49fd-8889-6d6f99b9baba.png",29.7500039,-95.3598537
054fc835-bd63-4181-a038-6e1948cffec3,Green Ltd Bistro,"Takeout, Healthy, Sandwich, Mexican, Pickup, Breakfast","7900 Chad Common, Hermosa Beach, Los Angeles, CA","https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/77ec5341-d711-4906-906e-c7aaf84f0ca8.png",29.8042234,-95.4270536
5984a5ca-4410-4c2e-a1aa-69fc2d56f22e,Perez-Smith Eatery,"Israeli cuisine, Tapas/Small Plates, Shawarma, Falafel","479 Carter Center Apt. 876, Little Tokyo, Los Angeles, CA","https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/5d366315-4a02-4e9d-a451-204b485148c1.jpg",29.7162019,-95.4146548
a307dc97-9cef-4535-9998-f23181f01aa0,"Hartman, Blevins and Blake Cafe","Breakfast, Fast Food, Burgers","1658 Stacy Spur Suite 716, Los Feliz, Los Angeles, CA","https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/185dbfce-0343-4325-8547-55b157c68db5.png",29.7913369,-95.3732016
ebf66591-4648-46d7-a1b4-ec075e9b3aeb,Carr-Price Kitchen,"Lunch, Dessert, Deli, Sandwiches, Sandwich, Pickup, Breakfast, Takeout","632 Vargas Crest, Venice Beach, Los Angeles, CA","https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Katzs_Deli__Bar_.png",29.7448291,-95.389478
df1d35ad-925b-49d0-aec4-d14433ae7aad,"Perez, Harrison and Lee Bistro","Salads, Sandwiches, Takeout, Pickup, Deli","446 Cindy Turnpike, Venice Beach, Los Angeles, CA","https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/93ff5018-edaa-4fdc-84b3-dd799c301098.04",29.816173,-95.41085
